id,atr1,atr2,atr3,atr4,opis,datum_prip,kategorija,pluzenje,dolzina1,z_enota,z_opis,z_kategori,z_dolzina,z_plocniki,zelenice_1,ime,geometry
37329877.0,13.0,,,032681,Valvasorjeva ulica,2022/06/04 00:00:00.000,mestna ali krajevna cesta,SKLOP1,70.0,,,,,,,,"LINESTRING (519447.71 123029.77, 519439.19 123030.58, 519433.29 123031.15, 519426.41 123031.7, 519415.97 123032.53, 519401.71 123033.55, 519390.77 123034.19, 519377.72 123034.81)"
37329879.0,13.0,,,032681,Valvasorjeva ulica,2022/06/04 00:00:00.000,mestna ali krajevna cesta,SKLOP1,85.0,,,,,,,,"LINESTRING (519307.48 123036.81, 519300.13 123036.8, 519290.93 123036.78, 519280.49 123036.76, 519269.99 123036.74, 519258.45 123036.5, 519248 123036.28, 519241.37 123036.01, 519235.21 123035.76, 519230.11 123035.4, 519223.05 123034.43)"
37329881.0,13.0,,,032681,Valvasorjeva ulica,2022/06/04 00:00:00.000,mestna ali krajevna cesta,SKLOP1,70.0,,,,,,,,"LINESTRING (519377.72 123034.81, 519367.27 123035.29, 519356.33 123035.67, 519344.07 123036.05, 519328.91 123036.37, 519317.32 123036.61, 519307.48 123036.81)"
37329975.0,10.0,,,532162,Valvasorjeva ulica do HĹ  12,2022/06/04 00:00:00.000,javna pot,SKLOP2,32.0,PEZ 1,Valvasorjeva ulica do HŠ 12,javna pot,32.0,,,,"LINESTRING (519377.72 123034.81, 519377.61 123039.17, 519377.57 123042.97, 519377.53 123047.51, 519377.54 123053, 519377.56 123058.06, 519377.58 123063.22, 519377.57 123066.95)"
37329974.0,10.0,,,532172,Valvasorjeva ulica do HĹ  20,2022/06/04 00:00:00.000,javna pot,SKLOP2,30.0,PEZ 1,Valvasorjeva ulica do HŠ 20,javna pot,30.0,,,,"LINESTRING (519307.48 123036.81, 519307.51 123041.04, 519307.55 123045.32, 519307.58 123050.28, 519307.53 123054.77, 519307.48 123059.19, 519307.39 123061.21, 519307.19 123063.61, 519306.89 123066.51)"
37330495.0,10.0,,,532561,Pod gabri do HĹ  33,2022/06/04 00:00:00.000,javna pot,SKLOP2,38.0,PEZ 2,Pod gabri do HŠ 33,javna pot,373.0,315.0,,,"LINESTRING (520244.29 122840.49, 520237.59 122839.05, 520231.8 122837.8, 520226.99 122836.76, 520220.35 122835.33, 520213.72 122833.9, 520210.39 122832.93, 520208.73 122832.1, 520207.36 122830.97)"
37329921.0,11.0,,,038385,Ulica mesta Grevenbroich do S*,2022/06/04 00:00:00.000,glavna mestna cesta,SKLOP1,194.0,,,,,,,,"LINESTRING (520251.72 122853.39, 520249.95 122861.92, 520248.52 122868.81, 520246.92 122875.98, 520245.55 122881.87, 520243.23 122891.9, 520240.74 122902.62, 520238.15 122913.78, 520235.19 122926.55, 520232.35 122938.81, 520229.79 122949.87, 520227.46 122959.88, 520225.08 122970.18, 520222.34 122982, 520219.96 122992.23, 520217.4 123003.28, 520215.18 123012.85, 520213.06 123021.98, 520211.46 123028.9, 520210.07 123035.4, 520208.58 123042.34)"
37329935.0,10.0,,,532611,Smrekarjeva ulica â€“ ul. brat,2022/06/04 00:00:00.000,javna pot,SKLOP2,117.0,PEZ 2,Smrekarjeva ulica - ul. brat,javna pot,117.0,181.0,,,"LINESTRING (520214.52 123053.02, 520221.06 123053.87, 520227.22 123054.73, 520233.94 123055.49, 520240.02 123056.14, 520248.27 123056.96, 520259.02 123057.94, 520271.05 123059.03, 520284.36 123060.24, 520296.29 123061.32, 520309.01 123062.47, 520319.02 123063.34, 520330.71 123064.36)"
37330500.0,11.0,,,038384,Ulica mesta Grevenbroich do K*,2022/06/04 00:00:00.000,glavna mestna cesta,SKLOP1,17.0,,,,,,,,"LINESTRING (520251.72 122853.39, 520249.92 122852.76, 520248.22 122851.72, 520246.74 122850.45, 520245.68 122849.11, 520244.84 122847.54, 520244.29 122845.74, 520244.02 122843.89, 520244.07 122842.07, 520244.29 122840.49)"
37330496.0,11.0,,,038384,Ulica mesta Grevenbroich do K*,2022/06/04 00:00:00.000,glavna mestna cesta,SKLOP1,16.0,,,,,,,,"LINESTRING (520244.29 122840.49, 520244.84 122838.75, 520245.63 122837.36, 520246.8 122835.97, 520248.37 122834.7, 520250.36 122833.83, 520252.4 122833.31, 520254.49 122833.12, 520256.53 122833.26)"
37330506.0,12.0,,,032803,Cesta v Lokrovec - Bevkova ul*,2022/06/04 00:00:00.000,zbirna mestna ali krajevna cesta,SKLOP1,306.0,,,,,,,,"LINESTRING (519891.23 122569.7, 519891.58 122575.33, 519891.53 122581.43, 519890.97 122587.02, 519889.26 122596.79, 519887.22 122608.41, 519884.56 122624.2, 519883.01 122633.39, 519881.96 122638.66, 519879.71 122649.91, 519877.35 122661.75, 519875.29 122672.1, 519873.34 122680.89, 519871.34 122689.43, 519869.28 122697.79, 519867.17 122705.8, 519865.11 122712.79, 519863.4 122718.25, 519859.63 122728.97, 519857.25 122735.3, 519855.06 122740.83, 519854.61 122741.97, 519851.96 122748.38, 519849.43 122754.27, 519846.98 122759.58, 519844.48 122764.67, 519841.58 122770.27, 519838.03 122776.52, 519834.43 122783.2, 519830.97 122790.1, 519827.6 122797.07, 519825.21 122803.04, 519823.57 122808.15, 519822.76 122812.18, 519822.17 122816.26, 519821.62 122821.54, 519821.52 122827.94, 519821.79 122835.25, 519822.28 122840.03, 519823.26 122846.07, 519824.38 122851.38, 519826.33 122858.74, 519827.39 122863.04)"
37330546.0,10.0,,,532222,Cesta v Lokrovec do HĹ  24,2022/06/04 00:00:00.000,javna pot,SKLOP2,101.0,PEZ 2,Cesta v Lokrovec do HŠ 24,javna pot,101.0,,,,"LINESTRING (519827.39 122863.04, 519834.66 122862.72, 519842.22 122862.39, 519850.09 122862.05, 519858.34 122861.69, 519867.34 122861.46, 519876.67 122861.23, 519886.2 122860.99, 519892.15 122860.97, 519897 122860.88, 519900.25 122861.04, 519902.32 122861.3, 519904.17 122861.65, 519905.85 122862.24, 519907.31 122863.26, 519908.25 122864.73, 519908.8 122866.34, 519909.26 122868.36, 519909.48 122870.93, 519909.49 122874.92, 519909.46 122879.16, 519909.42 122883.66)"
37330591.0,12.0,,,032803,Cesta v Lokrovec - Bevkova ul*,2022/06/04 00:00:00.000,zbirna mestna ali krajevna cesta,SKLOP1,71.0,,,,,,,,"LINESTRING (519827.39 122863.04, 519830 122873.4, 519831.8 122880.62, 519832.98 122886.17, 519834.2 122894.29, 519834.75 122902.53, 519834.95 122910.83, 519835.03 122918.94, 519834.96 122926.45, 519834.94 122933.46)"
37330090.0,12.0,,,032803,Cesta v Lokrovec - Bevkova ul*,2022/06/04 00:00:00.000,zbirna mestna ali krajevna cesta,SKLOP1,228.0,,,,,,,,"LINESTRING (519834.94 122933.46, 519834.91 122942.37, 519834.92 122956.45, 519834.98 122966.26, 519835.01 122976.6, 519835.08 122984.76, 519835.17 122995.36, 519835.26 123005.92, 519835.35 123016.26, 519835.43 123025.45, 519835.51 123034.8, 519835.45 123044.16, 519835.21 123053.44, 519834.91 123059.62, 519834.47 123066.94, 519833.67 123075.89, 519832.71 123084.71, 519831.52 123093.38, 519830.43 123101.98, 519829.53 123110.66, 519828.89 123119.43, 519828.64 123124.8, 519828.49 123130.46, 519828.71 123135.68, 519829.31 123139.76, 519830.34 123143.41, 519831.92 123146.89, 519834.2 123150.21, 519836.92 123153.15, 519841.12 123157.09)"
37330592.0,10.0,,,532223,dostopna cesta do vrtca,2022/06/04 00:00:00.000,javna pot,SKLOP2,133.0,PEZ 2,dostopna cesta do vrtca,javna pot,133.0,,,,"LINESTRING (519834.94 122933.46, 519838.97 122933.36, 519842.42 122933.24, 519845.5 122933.11, 519848.14 122932.97, 519851.12 122932.83, 519853.68 122932.7, 519856.44 122932.56, 519860.1 122932.37, 519863.1 122932.22, 519866.05 122932.08, 519869.01 122931.93, 519871.94 122931.75, 519875.53 122931.5, 519878.54 122931.3, 519881.66 122931.12, 519884.75 122930.94, 519887.79 122930.75, 519890.82 122930.57, 519894.57 122930.38, 519899.07 122930.16, 519902.09 122930, 519905.12 122929.83, 519908.14 122929.65, 519911.17 122929.47, 519914.91 122929.25, 519917.92 122929.08, 519920.93 122928.91, 519923.9 122928.76, 519926.83 122928.62, 519929.73 122928.49, 519932.61 122928.37, 519935.46 122928.24, 519938.91 122928.09, 519941.61 122927.96, 519944.29 122927.81, 519946.89 122927.65, 519950.32 122927.47, 519953.25 122927.31, 519956.4 122927.13, 519959.23 122926.99, 519968.09 122926.59)"
37330456.0,10.0,,,532561,Pod gabri do HĹ  33,2022/06/04 00:00:00.000,javna pot,SKLOP2,335.0,PEZ 2,Pod gabri do HŠ 33,javna pot,373.0,315.0,,,"LINESTRING (520207.36 122830.97, 520206.53 122829.6, 520206.04 122828.15, 520205.73 122825.78, 520205.85 122823.36, 520206.3 122819.92, 520207.16 122815.85, 520207.43 122814.56, 520208.6 122809.02, 520209.97 122802.79, 520210.57 122800.1, 520211.16 122797.42, 520212.15 122792.91, 520213.49 122786.55, 520214.36 122780.84, 520215.13 122774.8, 520215.45 122768.65, 520215.45 122761.25, 520215.18 122753.98, 520214.64 122746.72, 520214.15 122742.73, 520213.02 122739.04, 520211.32 122735.45, 520209 122732.33, 520206.26 122729.87, 520202.67 122728.08, 520198.37 122727.32, 520193.36 122727.24, 520187.77 122727.51, 520176.17 122728.01, 520173.45 122728.13, 520163.61 122728.56, 520152.98 122729.02, 520144.45 122729.49, 520141.13 122729.68, 520130.58 122730.27, 520129.08 122730.33, 520118.98 122730.77, 520114.17 122730.98, 520106.86 122731.29, 520095.37 122731.78, 520081.81 122732.48, 520064.71 122733.22, 520052.12 122733.82, 520040.22 122734.39, 520037.78 122734.51, 520024.7 122735.13, 520022.14 122735.25, 520010.42 122735.81, 519997.74 122736.46, 519987.11 122736.99, 519976.46 122737.53)"
37329926.0,10.0,,,532563,Pod kostanji â€“ peĹˇpot,2022/06/04 00:00:00.000,javna pot,SKLOP2,72.0,PEZ 2,Pod kostanji - pečpot,javna pot,72.0,,,,"LINESTRING (520169.56 122978.96, 520168.44 122984.42, 520167.04 122990.79, 520165.29 122998.73, 520163.47 123006.49, 520161.56 123014.61, 520159.78 123022.19, 520157.96 123030.32, 520156.87 123035.34, 520155.98 123039.43, 520155.67 123042.9, 520155.75 123045.94, 520156.63 123049.08)"
37329927.0,10.0,,,535501,Novi trg,2022/06/04 00:00:00.000,javna pot,SKLOP2,42.0,PEZ 2,Novi trg,javna pot,314.0,360.0,,,"LINESTRING (520198.68 123047.83, 520188.5 123047.39, 520179.9 123047.21, 520173.84 123046.96, 520167.89 123046.95, 520163.1 123047.39, 520159.35 123047.93, 520156.63 123049.08)"
37330650.0,10.0,,,532562,Pod lipami â€“ Pod kostanji do,2022/06/04 00:00:00.000,javna pot,SKLOP2,153.0,PEZ 2,Pod lipami - Pod kostanji do,javna pot,153.0,91.0,,,"LINESTRING (520207.36 122830.97, 520205.23 122833.42, 520204.17 122834.91, 520203.33 122836.08, 520202.08 122838.32, 520200.78 122841.82, 520199.63 122845.98, 520199.45 122846.69, 520198.31 122851.11, 520196.85 122857.22, 520195.12 122864.41, 520193.27 122872.4, 520190.94 122882.48, 520188.66 122892.31, 520186.25 122902.7, 520183.83 122913.16, 520183.66 122913.92, 520181.01 122925.33, 520180.78 122926.42, 520178.33 122937.88, 520177.28 122942.64, 520176.49 122946.22, 520174.4 122955.66, 520174.16 122956.82, 520172.78 122963.47, 520171.19 122971.12, 520169.56 122978.96)"
37329932.0,11.0,,,038385,Ulica mesta Grevenbroich do S*,2022/06/04 00:00:00.000,glavna mestna cesta,SKLOP1,13.0,,,,,,,,"LINESTRING (520204.66 123058.34, 520202.87 123057.69, 520201.3 123056.69, 520200.15 123055.57, 520199.28 123054.08, 520198.77 123052.58, 520198.47 123050.97, 520198.41 123049.23, 520198.68 123047.83)"
37329924.0,11.0,,,038385,Ulica mesta Grevenbroich do S*,2022/06/04 00:00:00.000,glavna mestna cesta,SKLOP1,13.0,,,,,,,,"LINESTRING (520198.68 123047.83, 520199.2 123046.21, 520200.21 123044.69, 520201.54 123043.57, 520203.15 123042.7, 520204.89 123042.27, 520206.68 123042.17, 520208.58 123042.34)"
37329933.0,11.0,,,038385,Ulica mesta Grevenbroich do S*,2022/06/04 00:00:00.000,glavna mestna cesta,SKLOP1,12.0,,,,,,,,"LINESTRING (520214.52 123053.02, 520213.87 123054.53, 520212.94 123055.73, 520211.66 123056.93, 520210.19 123057.77, 520208.34 123058.32, 520206.41 123058.54, 520204.66 123058.34)"
37329929.0,11.0,,,038385,Ulica mesta Grevenbroich do S*,2022/06/04 00:00:00.000,glavna mestna cesta,SKLOP1,14.0,,,,,,,,"LINESTRING (520208.58 123042.34, 520210.13 123042.83, 520211.82 123043.77, 520212.94 123044.77, 520214.03 123046.27, 520214.65 123047.78, 520214.9 123049.23, 520214.96 123051.13, 520214.52 123053.02)"
37330324.0,11.0,,,032314,Cesta na OstroĹľno â€“ ul. her,2022/06/04 00:00:00.000,glavna mestna cesta,SKLOP1,135.0,,,,,,,,"LINESTRING (518785.47 123663.22, 518776.42 123668.39, 518771.09 123671.71, 518767.87 123673.98, 518764.93 123676.39, 518759.44 123680.56, 518753.89 123684.26, 518748.29 123687.31, 518741.41 123690.32, 518734.41 123693.62, 518727.56 123697.54, 518721.89 123701.26, 518713.17 123707.03, 518706.28 123711.59, 518695.43 123719.05, 518681.08 123728.91, 518671.12 123735.36)"
37330478.0,9.0,,,038031,Celje (kroĹľiĹˇÄŤe Ulice mesta,2022/06/04 00:00:00.000,lokalna cesta,SKLOP1,107.0,,,,,,,,"LINESTRING (520086.72 123767.47, 520083.77 123775.89, 520080.8 123783.98, 520077.78 123792.24, 520075.25 123798.9, 520071.71 123807.8, 520067.8 123817.6, 520063.23 123829.08, 520059.25 123839.36, 520054.01 123852.89, 520048.39 123867.77)"
37330572.0,10.0,,,532361,Ulica I. Ĺˇtajerskega bataljon,2022/06/04 00:00:00.000,javna pot,SKLOP2,253.0,PEZ 1,Ulica I. čtajerskega bataljon,javna pot,253.0,,,,"LINESTRING (519103 123773.7, 519098.62 123771.66, 519094.16 123770.41, 519089.86 123770.08, 519085.5 123770.65, 519081.27 123771.88, 519075.66 123773.94, 519070.28 123776.26, 519064.02 123779.39, 519057.95 123782.88, 519052.1 123786.77, 519046.7 123790.57, 519040.61 123794.87, 519032.7 123800.63, 519026.08 123805.45, 519020.21 123809.88, 519013.48 123815.19, 519008.31 123819.54, 519002.18 123825.05, 518996.7 123829.98, 518991.32 123834.82, 518987.81 123838.18, 518984.64 123841.68, 518981.97 123845.38, 518979.42 123849.62, 518975.26 123857.69, 518970.23 123867.42, 518966.46 123874.74, 518964.25 123879.26, 518962.35 123883.4, 518960.99 123887.31, 518959.84 123891.45, 518958.96 123895.45, 518957.6 123902.88, 518956.67 123908.47, 518955.35 123916.44, 518954.06 123924.23, 518952.85 123931.53, 518951.73 123938.42, 518950.58 123945.33)"
37330473.0,13.0,,,032771,Cesta II. grupe odredov,2022/06/04 00:00:00.000,mestna ali krajevna cesta,SKLOP1,90.0,,,,,,,,"LINESTRING (519103 123773.7, 519100.83 123775.48, 519095.29 123780.65, 519090.01 123786.27, 519085.17 123792.23, 519081.84 123797.27, 519079.5 123801.46, 519077.49 123806.08, 519075.27 123812.08, 519072.85 123819.75, 519070.91 123825.45, 519068.77 123831.2, 519066.66 123836.17, 519064.7 123839.87, 519062.24 123844.02, 519060.11 123847.02, 519057.59 123850.13)"
37330575.0,10.0,,,532342,Cesta II. grupe odredov do HĹ,2022/06/04 00:00:00.000,javna pot,SKLOP2,154.0,PEZ 1,Cesta II. grupe odredov do HŠ,javna pot,154.0,,,,"LINESTRING (519057.59 123850.13, 519055.27 123849.53, 519052.49 123849.3, 519049.8 123849.48, 519046.33 123850.23, 519042 123851.51, 519036.15 123853.82, 519030.15 123856.69, 519025.37 123859.49, 519020.96 123862.38, 519016.67 123865.59, 519013.08 123868.85, 519010.25 123872.11, 519007.31 123876.25, 519005.13 123879.95, 519002.92 123884.23, 518999.95 123891.05, 518997.28 123898.02, 518995.08 123905.12, 518993.22 123912.27, 518992.07 123918.69, 518991.62 123922.8, 518991.53 123926.79, 518991.8 123931.25, 518992.62 123936.91, 518993.77 123943.06, 518995.22 123949.43, 518996.56 123955.29, 518997.98 123961.53, 518999.22 123966.98)"
37330574.0,10.0,,,532341,Cesta II. grupe odredov do HĹ,2022/06/04 00:00:00.000,javna pot,SKLOP2,116.0,PEZ 1,Cesta II. grupe odredov do HŠ,javna pot,116.0,,,,"LINESTRING (519057.59 123850.13, 519053.93 123853.98, 519050.26 123858.71, 519047.92 123862.84, 519046.3 123867.04, 519045.14 123871.79, 519044.6 123876.04, 519044.49 123880.66, 519044.82 123885.34, 519045.35 123891.76, 519045.92 123898.6, 519046.35 123906.09, 519046.45 123911.29, 519046.17 123916.7, 519045.31 123923.69, 519044.43 123928.27, 519043.35 123932.46, 519042.15 123936.16, 519040.57 123939.75, 519038.61 123943.45, 519035.82 123948.2, 519032.81 123952.72, 519029.13 123958.22)"
37330531.0,9.0,,,038031,Celje (kroĹľiĹˇÄŤe Ulice mesta,2022/06/04 00:00:00.000,lokalna cesta,SKLOP1,55.0,,,,,,,,"LINESTRING (520048.39 123867.77, 520046.25 123873.34, 520044.23 123878.61, 520042.27 123883.72, 520039.82 123890.08, 520037.41 123896.35, 520034.74 123903.3, 520032.03 123910.37, 520028.83 123918.7)"
37330533.0,10.0,,,533291,Ulica Marjana Jerina do HĹ  19,2022/06/04 00:00:00.000,javna pot,SKLOP2,44.0,PEZ 6,Ulica Marjana Jerina do HŠ 19,javna pot,105.0,,,,"LINESTRING (519762.45 123923.21, 519761.16 123918.31, 519759.89 123912.78, 519759.02 123908.27, 519758.38 123904.17, 519757.94 123900.64, 519757.68 123897.22, 519757.51 123893.41, 519757.45 123890.37, 519757.56 123885.72, 519757.88 123879.87)"
37330567.0,10.0,,,533292,Ulica Marjana Jerina do HĹ  12,2022/06/04 00:00:00.000,javna pot,SKLOP2,119.0,PEZ 6,Ulica Marjana Jerina do HŠ 12,javna pot,119.0,,,,"LINESTRING (519762.45 123923.21, 519766.89 123922.3, 519773.39 123920.97, 519781.79 123919.25, 519790.5 123917.57, 519799.55 123915.83, 519809.4 123913.91, 519823.13 123911.25, 519835.19 123908.9, 519845.89 123906.83, 519855.55 123904.95, 519879.03 123900.73)"
37330623.0,10.0,,,533293,Dobrova â€“ Ulica Marjana Jeri,2022/06/04 00:00:00.000,javna pot,SKLOP2,261.0,PEZ 6,Dobrova - Ulica Marjana Jeri,javna pot,387.0,210.0,,,"LINESTRING (520028.83 123918.7, 520024.26 123917.36, 520022.41 123917.06, 520020.64 123916.89, 520017.91 123916.8, 520014.34 123916.97, 520011.23 123917.27, 520008.44 123917.65, 520004.83 123918.17, 520001.7 123918.77, 519998.44 123919.55, 519994.42 123920.86, 519991.13 123922.19, 519987.83 123923.67, 519985.43 123924.83, 519980.49 123927.41, 519977.16 123929.21, 519974.71 123930.55, 519971.3 123932.42, 519968.85 123933.78, 519963.81 123936.61, 519960.48 123938.5, 519958.09 123939.88, 519954.86 123941.75, 519950.08 123944.55, 519946.8 123946.39, 519942.76 123948.57, 519939.57 123950.3, 519936.52 123951.94, 519932.89 123953.69, 519929.95 123954.84, 519926.96 123955.68, 519923.24 123956.17, 519920.23 123956.2, 519917.43 123956.04, 519917.17 123956.02, 519914.07 123955.73, 519910.18 123955.34, 519906.98 123954.99, 519903.95 123954.68, 519903.74 123954.66, 519900.48 123954.37, 519897.24 123954.12, 519891.66 123953.77, 519888.44 123953.58, 519885.26 123953.45, 519881.46 123953.41, 519878.4 123953.53, 519874.66 123953.92, 519871.61 123954.38, 519867.92 123955.09, 519864.99 123955.82, 519862.15 123956.64, 519858.73 123957.7, 519854.58 123958.96, 519851.88 123959.79, 519847.38 123961.19, 519844.32 123962.15, 519841.9 123962.91, 519839.13 123963.77, 519836.49 123964.51, 519833.65 123965.39, 519828.08 123966.91, 519822.76 123968.36, 519816.83 123969.8, 519814.01 123970.49, 519811.13 123971.09, 519808.28 123971.73, 519805.43 123972.35, 519802.59 123972.99, 519799.73 123973.68, 519796.85 123974.39, 519793.32 123975.27, 519790.62 123975.99, 519788.15 123976.68, 519786.69 123977.17, 519785.29 123977.79, 519783.98 123978.7, 519782.99 123979.53, 519781.88 123980.78)"
37330717.0,9.0,,,038031,Celje (kroĹľiĹˇÄŤe Ulice mesta,2022/06/04 00:00:00.000,lokalna cesta,SKLOP1,738.0,,,,,,,,"LINESTRING (520028.83 123918.7, 520025.41 123927.59, 520022.83 123934.32, 520020.52 123940.68, 520017.94 123947.96, 520016.47 123952.4, 520014.38 123958.93, 520012.51 123965.03, 520010.84 123970.96, 520008.99 123977.71, 520007.54 123983.19, 520006.02 123989.56, 520004.65 123995.85, 520003.39 124002.26, 520002.36 124008.58, 520001.27 124015.43, 520000.46 124021.64, 519999.71 124028.38, 519999.06 124036.11, 519998.72 124041.35, 519998.44 124051.3, 519998.49 124061.29, 519998.68 124068.21, 519999.02 124074.95, 519999.53 124081.26, 520000.35 124088.83, 520001.39 124095.68, 520002.95 124105.47, 520004.84 124117.11, 520006.74 124128.81, 520008.74 124140.88, 520010.48 124151.43, 520011.65 124158.51, 520012.56 124164.05, 520012.64 124164.52, 520013.61 124170.38, 520015.04 124179.09, 520017.37 124193.2, 520019.91 124208.61, 520022.29 124223, 520024.7 124237.63, 520026.98 124251.44, 520029.26 124265.28, 520031.43 124278.38, 520033.98 124293.85, 520036.21 124307.35, 520038.49 124321.16, 520040.69 124334.52, 520042.93 124348.1, 520044.25 124356.11, 520045.36 124363.13, 520046.38 124370.21, 520047.59 124379.56, 520048.63 124388.9, 520049.47 124398.22, 520049.94 124407.54, 520049.99 124414.55, 520049.8 124420.16, 520049.44 124426.21, 520048.13 124435.61, 520046.34 124444.94, 520044.29 124454.24, 520042.58 124461.58, 520041.41 124466.33, 520039.74 124472.85, 520037.21 124482.75, 520034.99 124491.45, 520032.75 124500.99, 520031.33 124507.73, 520029.77 124515.3, 520028.07 124524.92, 520026.55 124534.58, 520025.31 124544.32, 520024.36 124554.07, 520023.62 124563.87, 520023.06 124573.68, 520022.78 124583.53, 520022.83 124593.41, 520023.16 124604.1, 520023.48 124614.46, 520023.77 124624.2, 520023.96 124630.44, 520024.23 124636.37, 520024.47 124640.43, 520024.88 124646.19)"
37330677.0,9.0,,,032071,Celje (Cesta na OstroĹľno) - L,2022/06/04 00:00:00.000,lokalna cesta,SKLOP1,151.0,,,,,,,,"LINESTRING (519568.76 123921, 519570.4 123927.23, 519571.72 123932.01, 519572.9 123935.94, 519574.32 123940.22, 519575.92 123944.54, 519577.86 123949.36, 519579.78 123953.57, 519582.14 123958.2, 519584.45 123962.51, 519587.08 123966.83, 519589.87 123971.25, 519592.46 123975.01, 519595.66 123979.59, 519598.63 123983.32, 519602.21 123987.37, 519605.5 123990.79, 519609.37 123994.56, 519613.1 123997.86, 519617.04 124001.15, 519620.76 124003.98, 519625.17 124007, 519629.32 124009.55, 519633.78 124011.85, 519637.92 124013.79, 519642.67 124015.59, 519646.86 124016.96, 519651.78 124018.42, 519659.32 124020.48, 519667.72 124022.78)"
37329997.0,10.0,,,533281,Prvomajska ulica do HĹ  37,2022/06/04 00:00:00.000,javna pot,SKLOP2,226.0,PEZ 6,Prvomajska ulica do HŠ 37,javna pot,689.0,,,,"LINESTRING (519568.76 123921, 519558.75 123923.4, 519548.98 123925.72, 519541.73 123927.24, 519532.06 123929.03, 519521.89 123930.91, 519516.09 123932.14, 519510.45 123933.61, 519505.83 123935.02, 519501.09 123936.76, 519497.23 123938.5, 519493.91 123940.3, 519489.72 123943.02, 519485.75 123945.96, 519482.32 123949.11, 519478.91 123953.06, 519476.61 123956.08, 519474.35 123959.37, 519471.93 123963.53, 519469.26 123968.48, 519466.71 123973.88, 519463.65 123980.64, 519460.14 123988.39, 519457.71 123993.34, 519455.13 123998.28, 519452.65 124002.78, 519448.51 124009.96, 519445.59 124015.4, 519443.54 124019.69, 519441.74 124023.87, 519440.38 124027.69, 519439.17 124031.53, 519437.54 124037.26, 519436.38 124041.32, 519435.18 124045.53, 519433.96 124049.71, 519432.77 124053.25, 519431.35 124057.11, 519429.94 124060.43, 519428.31 124063.21, 519426.35 124065.93, 519424.14 124068.07)"
37330579.0,10.0,,,533291,Ulica Marjana Jerina do HĹ  19,2022/06/04 00:00:00.000,javna pot,SKLOP2,61.0,PEZ 6,Ulica Marjana Jerina do HŠ 19,javna pot,105.0,,,,"LINESTRING (519781.88 123980.78, 519780.12 123978.89, 519779.04 123976.94, 519778.14 123974.49, 519776.93 123970.73, 519775.28 123965.15, 519773.37 123958.68, 519771.5 123952.36, 519770.06 123947.71, 519768.29 123942.27, 519766.69 123937.46, 519764.76 123931.22, 519762.45 123923.21)"
37330678.0,10.0,,,533301,Ulica ob gozdu do HĹ  9,2022/06/04 00:00:00.000,javna pot,SKLOP2,126.0,PEZ 6,Ulica ob gozdu do HŠ 9,javna pot,126.0,,,,"LINESTRING (519667.72 124022.78, 519670.51 124016.8, 519671.87 124014.23, 519673.62 124011.62, 519675.52 124009.34, 519677.59 124007.43, 519679.76 124005.91, 519682.54 124004.12, 519685.69 124002.38, 519689.12 124000.46, 519691.3 123999.22, 519693.2 123997.8, 519694.51 123996.39, 519695.16 123994.65, 519695.32 123992.74, 519695.11 123990.95, 519694.28 123988.83, 519691.69 123984.06, 519688.56 123978.85, 519684.88 123973.28, 519680.86 123967.55, 519676.92 123962.25, 519671.28 123954.66, 519666.2 123947.82, 519660.9 123940.69, 519657.13 123935.63, 519653.38 123930.25, 519649.05 123923.96)"
37329514.0,10.0,1.0,,011069,most 533293,2022/06/04 00:00:00.000,javna pot,SKLOP2,14.0,PEZ 6,most 533293,javna pot,14.0,,,,"LINESTRING (519917.43 123956.04, 519917.17 123956.02, 519914.07 123955.73, 519910.18 123955.34, 519906.98 123954.99, 519903.95 123954.68)"
37329797.0,10.0,,,533293,Dobrova â€“ Ulica Marjana Jeri,2022/06/04 00:00:00.000,javna pot,SKLOP2,126.0,PEZ 6,Dobrova - Ulica Marjana Jeri,javna pot,387.0,210.0,,,"LINESTRING (519781.88 123980.78, 519781.39 123981.59, 519780.8 123983.06, 519780.44 123984.46, 519780.34 123986.1, 519780.37 123987.94, 519780.73 123991.4, 519781.08 123996.06, 519781.29 123998.94, 519781.51 124001.93, 519781.72 124005.01, 519781.96 124008.17, 519782.18 124011.38, 519782.32 124014.66, 519782.35 124018, 519782.29 124021.38, 519782.06 124026.48, 519781.71 124031.63, 519781.46 124035.11, 519781.19 124038.61, 519780.9 124042.14, 519780.61 124045.69, 519780.32 124049.26, 519780.02 124052.83, 519779.73 124056.39, 519779.2 124061.68, 519778.95 124064.3, 519778.61 124067.78, 519778.29 124071.23, 519777.77 124076.33, 519777.36 124079.7, 519776.86 124082.92, 519776.24 124085.94, 519775.49 124088.76, 519774.61 124091.28, 519773.13 124094.53, 519771.59 124096.6, 519769.53 124098.4, 519764.81 124101.03)"
